商品名稱,品牌名稱,累積金額,產品單價,產品網址,產品規格
飛利浦 高效率智慧萬用壓力鍋,PHILIPS 飛利浦,1642180.0,6988.0,https://market.icook.tw//products/philips-blackone,"品名：飛利浦快速洩壓智慧萬用鍋,內容物：主機、內鍋、量杯、飯匙兼湯杓、主電源線、蒸盤、拆卸式內鍋蓋、使用手冊、示範用快速入門指南、保證卡,尺寸：W28.5 x D38.5 x H26.2cm,型號：HD2151／50,顏色：晶耀黑,內鍋容量 : 5L,工作壓力值：0～70kPa,電壓：110V／60Hz,功率：900W,材質：<code>本體</code> 聚丙烯合成樹脂 / <code>內鍋</code> 鋁合金（不沾塗層）,產地：荷蘭品牌，中國製造,保固：機體原廠 2 年保固,BSMI 商品驗證：R33048,產品責任險：本產品已投保美商安達產物保險"
扒扒飯雙椒醬,扒扒飯,1592700.0,1360.0,https://market.icook.tw//products/papafan,"品名：扒扒飯雙椒醬,成分：辣椒、沙拉油、蒜頭、鹽、糖、青蔥、釀造醬油（非基因改造黃豆、小麥、鹽、水）、香油（白芝麻、沙拉油）、花椒粉、酵母萃取物、DL-胺基丙酸、胺基乙酸、檸檬酸、混合濃縮生育醇（抗氧化劑）,重量：260g,產地：台灣,保存期限：未開罐存放 2 年，開罐後請儘速食用完畢,保存方式：未開罐常溫存放，避免陽光照射；開罐後需冷藏,<span style=""color: #c0504d;"">注意事項：</span>本產品含黃豆、小麥，對其過敏者請避免食用"
GREENIS 全方位智慧料理機,GREENIS,1400000.0,25900.0,https://market.icook.tw//products/greenis,"品名：GREENIS 全方位智慧料理機,內容物：不鏽鋼主鍋＋主鍋上蓋＋玻璃上蓋＋不鏽鋼蒸鍋＋不鏽鋼蒸盤＋不鏽鋼網籃＋量杯蓋＋矽膠刮刀＋四葉刀頭＋蝴蝶刀＋一葉刀頭（炒菜刀頭需額外加購）,尺寸：<code>主機+主鍋組</code> W40 x D19 x H31.5cm／<code>主機+蒸架組</code> W46 x D30 x H44cm／<code>主鍋</code> W25 x D19 x H22.2cm（廣口17cm）／<code>主鍋上蓋</code> W24.5 x D20.5 x H5.5cm／<code>玻璃上蓋</code> W32.5 x D26.5 x H7.5cm／<code>不鏽鋼蒸鍋</code> W35.5 x D25.3 x H9cm／<code>四葉刀頭</code> W13.5 x D13.5 x H9cm／<code>蝴蝶刀</code> W14 x D2.3 x H15cm／<code>量杯蓋</code> W8 x D8 x H6cm／<code>不鏽鋼蒸盤</code> W37 x D27.5 x H4.5cm／<code>不鏽鋼網籃</code> W16 x D16 x H7.5cm／<code>一字刀頭</code> W8 x D4 x H11cm／<code>矽膠刮刀</code> W24 x D5 x H1.2cm,容量：<code>主鍋</code> 2000ml,重量：<code>主機+主鍋</code> 3.8kg／<code>主機+蒸架組</code> 5.5kg／<code>主鍋</code> 1.2kg,額定電壓：110V／60Hz,耗電瓦數：1400W（攪拌 550W／加熱 850W）,攪拌轉速：32000 轉／分鐘,秤重範圍：1~5000g,材質：<code>主鍋</code> SUS 304 不鏽鋼、ABS／<code>主鍋上蓋</code> PP、食品級矽膠／<code>玻璃上蓋</code> SUS 304 不鏽鋼、耐熱玻璃、PA／<code>不鏽鋼蒸鍋+不鏽鋼蒸盤</code>  SUS304不鏽鋼、食品級矽膠、PA／<code>不鏽鋼網籃</code> SUS 304 不鏽鋼／<code>四葉刀頭＋一字刀頭</code> 高碳不鏽鋼、食品級矽膠／<code>蝴蝶刀</code> PA、食品級矽膠／<code>量杯蓋</code> PP／<code>矽膠刮刀</code> 食品級矽膠／<code>炒菜刀頭</code> 高碳不鏽鋼、食品級矽膠,耐熱：<code>主鍋</code> -25～105°C／<code>蝴蝶刀</code> -40～220°C／<code>矽膠刮刀</code> -40～220°C,產地：歐洲品牌，中國製造，台灣監製"
瑞士 HeatsBox 智能加熱便當盒,Magnus Life,1045420.0,2280.0,https://market.icook.tw//products/heatsbox,"品名：瑞士 HeatsBox style+ 智能加熱便當盒（分離式）,顏色：太空灰,尺寸：W22 x D17 x H7cm,容量：925ml,重量：700g,電壓：110V／60Hz,最大功率：100W,電線長度：1.5M,材質：<code>本體</code> 304 不鏽鋼、樹脂、矽膠／<code>食物分隔器</code> 食用級 PP,產地：瑞士品牌，瑞士設計，中國製造,認證：通過德國 LFGB、美國 FDA 食品級材質合格認證,貼心提醒：HeatsBox Style+ 主機闔上時，中間會有一條縫隙，此縫隙非密合不良，而是原本之設計外貌。"
SWANZ 動飲杯｜直飲吸管開蓋三合一,Swanz,891580.0,1380.0,https://market.icook.tw//products/swanzluna,"<span style=""font-size: 11pt;"">品名：矽膠清潔刷</span>,尺寸：Ø5cmx30cm,重量：30g,材質：矽膠、PP,產地：中國製造"
MAXCELIA 無線秤重食物調理機,maxcelia,809700.0,2690.0,https://market.icook.tw//products/maxcelia,"品名：MAXCELIA 無線秤重食物調理機,內容物：主機＋600ml 玻璃調理杯+1200ml 玻璃調理杯+不鏽鋼刀頭x2+剝蒜器x2＋攪拌盤x2＋磨泥盤x2＋刮刀＋USB充電線,型號：MX-0126BS,調理杯容量：600ml／1200ml,尺寸：<code>600ml</code> Φ11.8xH22.5cm／<code>1200ml</code> Φ14.8xH23.8cm,重量：<code>600ml</code> 1.2kg／<code>1200ml</code> 1.52kg,材質：<code>雙層切碎刀頭</code> POM+SUS420／<code>碗蓋</code> PP／<code>600ml、1200ml調理杯</code> 鈉鈣玻璃／<code>攪拌盤、磨泥盤</code> ABS／<code>剝蒜器、碗墊、碗蓋墊圈</code> 矽膠,耐熱溫度：<code>玻璃調理杯</code> 0～50°C,額定秤重範圍：&lt;1.0kg,轉速：1400 轉／分,額定輸入電壓：5V／1A,總額定消耗電功率：120W,電池容量：1500mAh,充電時間：4 小時,連續運作時間：長壓時間不超過 30 秒，每次需間隔 2 分鐘。,產地：台灣品牌，中國製造"
麗克特Cordless迷你無線食物調理機,日本 recolte,641520.0,990.0,https://market.icook.tw//products/recolte-cordless,"品名：日本麗克特 Cordless 迷你無線食物調理機,顏色：經典紅、奶油白,尺寸：W10xD10xH15cm,重量：630g,容量：300ml（最大使用容量為 190ml）,材質：<code>本體</code> ABS / <code>杯蓋</code> PP／<code>調理杯</code> 玻璃／<code>刀片</code> 不鏽鋼 / <code>矽膠圈</code> 矽膠,電壓：DC 3.7V／5V／1A,功率：45W／30W,內容物：主機、玻璃調理杯、杯蓋、三刃刀頭、USB充電線、中文操作手冊、商品服務保證卡、7 道精緻食譜,充電時間 : 2.5 小時,使用時間 : 每次約 30 秒，滿電狀態可使用約 30 次。,產地：日本品牌、日本設計、中國生產,責任險：本商品已投保新光產險 3200 萬產品責任險,注意事項 : 請定期幫機器充電循環，避免電池快速老化故障"
Festino美容導入儀2.0升級款,日本 recolte,521460.0,3160.0,https://market.icook.tw//products/recolte-festino,"品名：日本 Festino 音波熱感美容儀 2.0 升級款,型號：SMHB-023,顏色：粉,尺寸：約W18.5×D18.5×H128mm,材質：ABS、鋅合金,重量：約 27g,電壓：USB 電源（DC5V／1A）,產地：日本品牌，日本設計，中國製造"
美妍小V 4in1溫冷緊緻按摩儀,lisscode,521260.0,2180.0,https://market.icook.tw//products/lisscode-smio-v,"品名：美妍小V 4in1溫冷緊緻按摩儀,內容物：主機、充電線、說明書,型號：LB-200,顏色：雲朵白／夕陽粉,尺寸：W94.8×D92×H31mm,溫度設定：42°C／10°C,額定電壓：DC 5V,額定輸入：0.5A,充電方式：Type-C 充電,震動頻率：11000ppm,材質：<code>機身</code> ABS／<code>導頭</code> 鋅合金,重量：156g,產地：台灣品牌，台灣設計，台灣製造"
KUDI 庫迪 智能廚餘機,KUDI,442370.0,10990.0,https://market.icook.tw//products/kudi,"品名：KUDI 庫迪 智能廚餘機,內容物：主機＋2L內桶＋清潔蓋＋清潔刷＋活性碳過濾盒x2+轉接頭＋說明書,尺寸：D30.8xW28.8xH37.9 cm,產地：台灣品牌，中國製造,貼心提醒：攪拌桶內部材質屬特氟龍不沾塗層，不沾塗層較好清洗，但在機器運作中，攪拌刀與廚餘會產生阻力與摩擦，塗層將會產生刮痕或脫落屬正常現象，如買家介意，請斟酌下單。"
POWER GUARD 嗶嗶延長線,Elevon,361025.0,1490.0,https://market.icook.tw//products/powerguard,"品名：𝙋𝙊𝙒𝙀𝙍 𝙂𝙐𝘼𝙍𝘿 嗶嗶延長線,顏色：晝光白／曜石黑,型號：EVE1130W／EVE1130D,插頭型式：3P 扁平式斜 45°插頭,尺寸：D27xW5.5xH2.8cm,電源線長度：3m,重量：750g,材質：防火級塑料 PC,產地：台灣品牌，台灣設計，台灣製造"
Driver 3倍速冰滴咖啡壺,Driver,291019.0,,https://market.icook.tw//products/drivercoffee,"品名：Driver 3倍速冰滴咖啡壺,型號：DR-30363-TR,尺寸：<code>承水上座</code> Ø10xH12.8 cm／<code>分水盤</code> Ø10xH1.2 cm／<code>下水壺</code> Ø10xH15.2 cm／<code>3倍速粉槽</code> Ø10xH7 cm,容量：600ml,重量：485±5g,材質：<code>承水上座</code> AS／<code>分水盤</code> AS／<code>下水壺</code> 耐熱玻璃／<code>3倍速粉槽</code> AS、SUS304 不鏽鋼濾網,耐冷熱：<code>AS</code> 80～95°C／<code>耐熱玻璃</code> 120°C,產地：台灣品牌，台灣設計，台灣製造,檢驗：符合 SGS 不含雙酚 A 合格認證,本產品已投保富邦 1000 萬產品責任險"
